Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB;Label_CKP;Label_DN;périmètre;accord;désaccord_PER;désaccord_LOC;désaccord_ORG;désaccord_MISC;confusion
quand;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
som-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
mes;;;;;;;;;;;;;;
malades;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
eest;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
veut;;;;;;;;;;;;;;
quon;PER;PER;PER;PER;PER;;;X;PER;;;;;X
prenne;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
peina;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Tlens;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
0;;;;;;;;;;;;;;
vollh;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
monsleur;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
cur6;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
qui;;;;;;;;;;;;;;
vient;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
demande;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
pense;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
M.;;;;;;;;;;;;;;
1e;;;;;;;;;;;;;;
eur6;;;;;;;;;;;;;;
dt;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
prilare;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
banne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
partot;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Monsisur;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
le;;;;;;;;;;;;;;
oura;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
cria;;;;;;;;;;;;;;
Marguerite;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
est-oe;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
mal;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
voyage;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
Sainte-So-;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
"
";;;;;;;;;;;;;;
Iange;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
"
";LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
-0;;;;;;;;;;;;;;
Non;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ceertainement;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Si;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
quittant;;;;;;;;;;;;;;
votres;;;;;;;;;;;;;;
mai-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;;
plusieurs;;;;;;;;;;;;;;
jours;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
nylaissesrien;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
souffrance;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
votre;;;;;;;;;;;;;;
mari;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
vos;;;;;;;;;;;;;;
enfants;;;;;;;;;;;;;;
soient;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
soignes;;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
sere;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ferez;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
aller;;;;;;;;;;;;;;
prier;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
tombeau;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
ainte;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Qu';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
-ce;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
disais;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Mlarguerite;PER;PER;PER;PER;PER;;;X;PER;;;;;X
dit;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
";";;;;;;;;;;;;;;
as;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
besoin;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
laisser;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
abandon;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
aller;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
loin;;;;;;;;;;;;;;
prier;;;;;;;;;;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
une;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
iglise;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
bon;;;;;;;;;;;;;;
pretre;;;;;;;;;;;;;;
auprs;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
toif;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Est-ee;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
n';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
partout;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
entend;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
tou-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
jouraf;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Oui;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
sans;;;;;;;;;;;;;;
doute;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
gu6rit;;;;;;;;;;;;;;
mieux;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Sainte-Solange;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
qu';;;;;;;;;;;;;;
ici;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
eest;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
sr;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
--;;;;;;;;;;;;;;
Tu;;;;;;;;;;;;;;
crois;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
auras;;;;;;;;;;;;;;
traine;;;;;;;;;;;;;;
ton;;;;;;;;;;;;;;
petit;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
malade;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
neuf;;;;;;;;;;;;;;
lieues;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
par;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
foid;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
nuit;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
lai]18A;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
(;;;;;;;;;;;;;;
ATRIMIR;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
PARTIR;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ehaleur;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
jour;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
sera;;;;;;;;;;;;;;
mieux;;;;;;;;;;;;;;
dispos6;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
i;;;;;;;;;;;;;;
guerir;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
queo;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
soignaias;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
dans;;;;;;;;;;;;;;
ta;;;;;;;;;;;;;;
maison;;;;;;;;;;;;;;
t;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Wous;;;;;;;;;;;;;;
aves;;;;;;;;;;;;;;
raison;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
eanne;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
M.;PER;PER;PER;PER;PER;;;X;PER;;;;;X
le;;;;;;;;;;;;;;
oure;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
veille;;;;;;;;;;;;;;
partout;;;;;;;;;;;;;;
aux;;;;;;;;;;;;;;
besoins;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
ereatures;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Ls;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
plus;;;;;;;;;;;;;;
petitinseate;PER;PER;PER;PER;PER;;;X;PER;;;;;X
tronve;PER;PER;PER;PER;PER;;;X;PER;;;;;X
a;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
port6e;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
proie;;;;;;;;;;;;;;
dont;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
nourrit;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
moindre;;;;;;;;;;;;;;
fleur;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
s;;;;;;;;;;;;;;
geutte;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
roste;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
coutez;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Marguerite;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
suis;;;;;;;;;;;;;;
loin;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
blmer;PER;PER;PER;PER;PER;;;X;PER;;;;;X
ceux;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
vont;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
Sainte-Solange;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
.;;;;;;;;;;;;;;
Il;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
mal;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
plerinage;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
contruire;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
quelqu;;;;;;;;;;;;;;
chose;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
souffre;;;;;;;;;;;;;;
chevous;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
d6sobeis-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
sea;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
Dieu;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
veut;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
femme;;;;;;;;;;;;;;
soecupe;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
maison;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
enfants;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-Ma;PER;PER;PER;PER;PER;;;X;PER;;;;;X
foi;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
e';PER;PER;PER;PER;PER;;;X;PER;;;;;X
est;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
grand;;;;;;;;;;;;;;
ennui;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
enfants;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
j';;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
ai;;;;;;;;;;;;;;
cin;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
cest;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
trois;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
trop;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Peux;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
dire;;;;;;;;;;;;;;
des;;;;;;;;;;;;;;
choses;;;;;;;;;;;;;;
eomme;;;;;;;;;;;;;;
oelles;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Margueritel;PER;PER;PER;PER;PER;;;X;PER;;;;;X
c';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
comme;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
souhaitais;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
mort;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
ces;;;;;;;;;;;;;;
pauvres;;;;;;;;;;;;;;
petits;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Que;;;;;;;;;;;;;;
dirais;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
asi;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
pro;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
posait;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
dharrasser;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
ceux;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
sont;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
trop;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lesquels;;;;;;;;;;;;;;
choisirais;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tul;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-:t:=;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
M.;;;;;;;;;;;;;;
l;;;;;;;;;;;;;;
onr;PER;PER;PER;PER;PER;;;X;PER;;;;;X
reprohe;PER;PER;PER;PER;PER;;;X;PER;;;;;X
a;;;;;;;;;;;;;;
iarguaerite;;;;;;;;;;;;;;
datre;;;;;;;;;;;;;;
aresseuse;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Conviens;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
Marguerite;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tn;PER;PER;PER;PER;PER;;;X;PER;;;;;X
as;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
autant;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
envie;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
courir;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
prier;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
tombeau;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
sainte-Solange;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Damel;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
e';PER;PER;PER;PER;PER;;;X;PER;;;;;X
est;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
amusant;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
oir;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
ondel;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";PER;PER;PER;PER;PER;;;X;PER;;;;;X
-0;;;;;;;;;;;;;;
Ainsi;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
cest;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
voir;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
monde;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
iais;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
ton;;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;;
neuf;;;;;;;;;;;;;;
lieues;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
aller;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
au-;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tant;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
revenir;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
laisses;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
autree]JEANME;;;;;;;;;;;;;;
EUVE;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
iaes;;;;;;;;;;;;;;
[;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
seuls;;;;;;;;;;;;;;
aveo;;;;;;;;;;;;;;
leur;;;;;;;;;;;;;;
pbre;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
peurra;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
sen;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
oceuper;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
foree;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
gagner;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
journ6es;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ils;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
auront;;;;;;;;;;;;;;
point;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
soupe;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
manger;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ni;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
uns;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ni;;;;;;;;;;;;;;
lesautres;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
leurs;;;;;;;;;;;;;;
lits;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
seront;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
aits;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
puis;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Iu;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
seras;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
lasse;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
revenant;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
pourras;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
lendemain;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Est;;;;;;;;;;;;;;
-ce;;;;;;;;;;;;;;
raisonnable;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
voyons;;;;;;;;;;;;;;
:];PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";PER;PER;PER;PER;PER;;;X;PER;;;;;X
-0;;;;;;;;;;;;;;
Ecoutez;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
eanne;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ajouta;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
eur6;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
";";;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
etes;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
travailleuse;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
Claude;PER;PER;PER;PER;PER;;;X;PER;;;;;X
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
etait;;;;;;;;;;;;;;
malade;;;;;;;;;;;;;;
seulement;;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;;
huit;;;;;;;;;;;;;;
jours;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
fau-;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
drait;;;;;;;;;;;;;;
envoyer;;;;;;;;;;;;;;
vos;;;;;;;;;;;;;;
enfants;;;;;;;;;;;;;;
mendier;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Si;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
etiez;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
propre;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
courageuse;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
lieu;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
aller;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
eauser;;;;;;;;;;;;;;
dbs;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
matin;;;;;;;;;;;;;;
aveo;;;;;;;;;;;;;;
vos;;;;;;;;;;;;;;
voisines;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
faisiez;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
votrs;;;;;;;;;;;;;;
menag;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
eussiez;;;;;;;;;;;;;;
soin;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
tenir;;;;;;;;;;;;;;
vos;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
enfants;;;;;;;;;;;;;;
propres;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ils;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
porteraient;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
auriez;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
douleur;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
voir;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
triste;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
6tat;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Dieu;;;;;;;;;;;;;;
banit;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
travail;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
parce;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
tous;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
faits;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
travailler;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
c';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
